,tokens,text
11014,usermention @mikebloomberg competition be good statename will beat statename next year,@votesolar @MikeBloomberg   Competition is good.  Arizona will beat New Jersey next year. :)
11038,rt @lriddellsf brightsource ipo schedule for datetime and cleantech company everywhere be watch closely brse hyperlink,RT @LRiddellSF: Brightsource #IPO scheduled for Thursday and #cleantech companies everywhere are watching closely #BRSE http://t.co/jNdqnLYH
11055,we just receive our th golden gate cal osha safety award congrats to the entire petersendean commercial crew win,"We just received our 9th Golden Gate Cal/OSHA Safety Award.
Congrats to the entire PetersenDean Commercial Crew! #winning"
11056,ikea s mw pv installation in statename with rec solar the th complete by ikea in the us ikea hyperlink solar,"IKEAs 1.063 MW PV installation in New Jersey with REC Solar, the 17th completed by IKEA in the US: Ikea ... http://t.co/XaYzRAIO #solar"
11111,question about solar for your home send them to @completesolar we will get you expert answer,Questions about solar for your home? Send them to @CompleteSolar & we'll get you expert answers.
11160,clean energy collecitve upcoming event calendar come visit cec at some of these event in the aspen vail eagle area hyperlink,Clean Energy Collecitve Upcoming Events Calendar -  Come visit CEC at some of these events in the Aspen/Vail/Eagle area http://t.co/MUK0WxTj
11170,new blog post even new home may have home performance and comfort problem hyperlink,New Blog Post: Even New Homes Might Have Home Performance And Comfort Problems http://t.co/ITtHPJPc
11184,@regionalplan study ny ct nj region poise to become a national and global player in solar hyperlink,. @RegionalPlan study: NY-CT-NJ region poised to become a national and global player in #solar http://t.co/eC9xJXTW
11189,cec launch community solar garden financing program with sooper credit union first program like it in the nation hyperlink,"CEC Launches Community Solar Garden Financing Program with Sooper Credit Union, first program like it in the nation. http://t.co/2aD2zgmh"
11204,there be only one week until senate bill go to committee to protect our state 's investment in solar power hyperlink,There is only one week until Senate Bill 1537 goes to committee to protect our State's investment in solar power.... http://t.co/GmwHvBlh
11207,come to north marin business tradeshow job fair datetime from datetime to datetime come visit us free to the hyperlink,"Come to ""North Marin Business Tradeshow & Job Fair"" Tomorrow from 4:00 pm to 7:00 pm. Come visit us! Free to the... http://t.co/2sYHDlAq"
11219,usermention lt lt best solar company in the world and we be name their residential dealer of the year west of statename proud,@SunPower &lt;&lt; Best #solar company in the world.  And we were named their Residential Dealer of the Year 2011 west of Mississippi.  *Proud!*
11228,massive vet solar carport project come to l a in the city infamous for its traffic and people s affini hyperlink solar,Massive Vet Solar Carport Project Comes to L.A.: In the city infamous for its traffic and peoples affini... http://t.co/jmqNfX1t #solar
11241,usermention welcome to twitter we be happy to say we have do about a dozen of these installation over the past year for ev driver,@ThePowerXpress welcome to Twitter!  We are happy to say we've done about a dozen of these installations over the past year for #EV drivers.
11242,rt @ghanscom u s cleantech support about to fall off a cliff hyperlink not to worry tho we 're still shower the oil biz,"RT @ghanscom: U.S. cleantech support about to fall off a cliff http://t.co/yit8CzpN Not to worry tho, we're still showering the oil biz  ..."
11250,at the same time of senator kehoe 's bill go to the committee floor the local utility be press the hyperlink,"At the same time of Senator Kehoe's bill going to the committee floor, the local utilities are pressing the... http://t.co/AKsRQ2vA"
11253,take a look at our fantastic ribbon cut event yesterday thanks to all who come out to show their support hyperlink,Take a look at our fantastic ribbon cutting event yesterday. Thanks to all who came out to show their support! http://t.co/8GotAwYL
11255,it ' a very busy weekend for the green industry come visit us at one of these local event marin earth day hyperlink,"It's a very busy weekend for the green industry!  Come visit us at one of these local events:  Marin Earth Day,... http://t.co/5552D0jH"
11263,rt @showsusa do not forget you can be eco friendly in your home remodeling too come see the green home remodeling company hyperlink,"RT @showsusa: Don't forget you can be eco-friendly in your home remodeling too!  Come see the ""Green"" home remodeling companies... http: ..."
11265,red rock community college s solar array serve dual purpose your hub hyperlink,Red Rocks Community Colleges solar array serves dual purpose   - Your Hub http://t.co/idvEmoRl
11266,red rock community college s solar array serve dual purpose your hub hyperlink via @yourhub,Red Rocks Community Colleges solar array serves dual purpose - Your Hub http://t.co/zejXN8A0 via @YourHub
11270,statename base company solar technology power earth day santa cruz with solar energy hyperlink,"California based company, Solar Technologies, powers Earth Day Santa Cruz 2012 with Solar Energy http://t.co/VZ7r8AJx"
11283,the first earth day be datetime the day the modern environmental movement be bear we invite you to become part of its future,"The first Earth Day was April 22, 1970, the day the modern environmental movement was born. We invite you to become part of its future..."
11284,apparently the fast grow industry in us include solar d printer self tanner yoga hot sauce seem we 're in good company,"Apparently the fastest-growing industries in US include solar, 3-D printers,  self-tanners, yoga & hot sauce. Seems we're in good company."
11288,rt @cheynman carport great solar app mt @recsolar massive vet solar carport project come to l a hyperlink,RT @cheynman: Carports = great #solar app! MT @RECSolar Massive Vet solar carport project comes to L.A. http://t.co/zAEMEIfA
11319,datetime senator kehoe 's will be go to a vote at the energy utility and communication committee if you hyperlink,"Tuesday Senator Kehoe's will be going to a vote at the Energy, Utilities, and Communications committee. If you... http://t.co/JA39xps7"
11324,rt @solarz solar zest be out hyperlink top story datetime via @elecorg @toscanofederico @kareenpreaf @creapia @comple,RT @solarzest: Solar Zest is out! http://t.co/kbTPx8xX ? Top stories today via @elecorg @toscanofederico @kareenpreaves @creapia @comple ...
11345,ca public utility commission will vote soon on a critical measure for solar and we need your support hyperlink @votesolar,CA Public Utilities Commission will vote soon on a critical measure for #solar and we need your support. http://t.co/OCLwYzEM @VoteSolar
11346,sooper credit union turn to the sun first i the country to provide financing for community solar hyperlink,Sooper Credit Union Turns to the Sun - First i the country to provides financing for community solar http://t.co/uVNQ73W1
11352,what a weekend a big thanks to the community environmental council cec for put on the best santa barbara earth day yet,What a weekend! A BIG thanks to the Community Environmental Council (CEC) for putting on the best Santa Barbara Earth Day yet!
11380,do not miss our free commercial solar webinar analyze the risk and reward of solar datetime at datetime est datetime pst hyperlink,"Don't miss our free commercial solar webinar, ""Analyzing the Risks and Rewards of Solar,"" today at 2 pm EST / 11 am PST http://t.co/2pMJf8cj"
11399,our free commercial solar webinar analyze the risk and reward of solar start in minute hyperlink,"Our free commercial solar webinar, ""Analyzing the Risks and Rewards of Solar,"" starts in 10 minutes http://t.co/xRG49S5z"
11413,a local outlet be of huge potential they can delve deep into the positive effect solar have on their community solarchat,A4: Local outlets are of huge potential. They can delve deep into the positive effects solar has on their community. #solarchat
11415,collinwood recommend a multi year contract to lock in price of maintenance etc with your solar project hyperlink solar,"Collinwood recommends a multi-year contract to lock in prices of maintenance, etc., with your solar project http://t.co/xRG49S5z #solar"
11421,ikea u s energy manager mark gasper solar strengthen the ikea brand by reinforce our commitment to sustainability hyperlink,"IKEA U.S. Energy Manager Mark Gasper: Solar strengthens the IKEA brand by reinforcing our commitment to sustainability 
http://t.co/xRG49S5z"
11463,rt @seia just hear we take down the @statenamepuc server datetime on solar net metering keep those email come hyperlink,RT @SEIA: Just heard we took down the @CaliforniaPUC servers yesterday on #solar net metering. Keep those emails coming! http://t.co/NDX ...
11490,support our new partner @olelocommunity at the youth exchange award congrats to all finalist amp winner hyperlink,Supporting our newest partner @olelocommunity at the 2012 Youth Exchange Awards. Congrats to all finalists &amp; winners! http://t.co/NaC722Ij
11503,statename island cfl exchange datetime at the new kona common mcdonalds get rid of those old light bulb for free energy efficient cfls,Hawaii-Island CFL Exchange tomorrow 10-1 at the new Kona Commons McDonalds. Get rid of those old light bulbs for free energy efficient CFLs!
11515,by liking our hyperlink fb page you can help punahou 's re project retrofit kaimuki 's ymca to become more energy efficient,"By ""Liking"" our http://t.co/yxBW9Jkf FB page, you can help Punahou's RE Project retrofit Kaimuki's YMCA to become more energy efficient"
11527,luminalt 's ceo jeanine cotter be quote in this article on nabcep 's new company accreditation program and the hyperlink,Luminalt's CEO Jeanine Cotter was quoted in this article on NABCEP's new Company Accreditation Program and the... http://t.co/t8InPaQW
11551,need plan for the upcoming weekend come visit the solare energy booth at the th annual fiesta de los hyperlink,Need plans for the upcoming weekend? Come visit the Solare Energy booth at the 17th Annual Fiesta de los... http://t.co/w6E9pDzO
11554,thank you peak power solution inc for everything you be a wonderful company it be an honor for work for such a great place,"Thank you Peak Power Solutions, Inc. for everything! You are a wonderful company. It was an honor for working for such a great place! :)"
11555,sullivan solar power recently complete a watt ac solar array at the aztec recreation center at san diego hyperlink,"Sullivan Solar Power recently completed a 250,115 Watt AC solar array at the Aztec Recreation Center at San Diego... http://t.co/1PkVZw9K"
11556,sullivan solar power recently complete a watt ac solar array at the @arc sdsu hyperlink,"Sullivan Solar Power recently completed a 250,115 Watt AC #solar array at the @ARC_SDSU. http://t.co/teoClceI"
11566,rapid recap of @sunrun sponsorship of @stagecoach and all the fun that come of it hyperlink,"Rapid recap of @Sunrun sponsorship of @Stagecoach, and all the fun that came of it! http://t.co/9fAaWFfT"
11568,some datetime customer love we have consider solar for two year but be discourage by deceptive incompetent hyperlink,"Some morning customer love! ""We had considered solar for two years but were discouraged by deceptive, incompetent... http://t.co/B6X0ZtcG"
11569,we notice a big difference between luminalt and some other ' hard sell ' company noel and his team seem hyperlink,"""We noticed a big difference between Luminalt and some other 'hard sell' companies. Noel and his team seemed... http://t.co/8Zxr7fzs"
11582,we need your help let the statename public utility commission know we want more rooftop solar not less @votesolar hyperlink,"We need your help: Let the California Public Utilities Commission know we want more rooftop solar, not less @votesolar http://t.co/iozGxumM"
11583,just a reminder a recording of our commercial solar webinar analyze the risk and reward of solar be available at hyperlink,"Just a reminder a recording of our commercial solar webinar ""Analyzing the Risks and Rewards of Solar"" is available at http://t.co/xRG49S5z"
11602,rt @solar mateo @sungevity in @fastcompany for the love of oakland hyperlink,RT @solar_mateo: @Sungevity in @FastCompany for the love of Oakland http://t.co/sbd6kudd
11630,luminalt be proud to support the clean power healthy community conference hyperlink,"Luminalt is proud to support the 2012 Clean Power, Healthy Communities conference http://t.co/rGfBHxUu"
11632,dan sullivan start @sullivansolar yrs day ssp have client employee amp a review w the better business bureau w complaint,"Dan Sullivan started @SullivanSolar 8 yrs. 2day, SSP has 1000 clients, 50 employees &amp; A+ review w the Better Business Bureau w 0 complaints"
11633,rt @futurepowergen cornell team make final of energy department competition hyperlink,RT @futurepowergen: Cornell teams make finals of Energy Department competition http://t.co/U02qJHw4
11667,rt @danahull net metering debate heating up in statename check out all the comment hyperlink solar,RT @danahull: Net Metering debate heating up in California: check out all the comments! http://t.co/8XrtgnXM #solar
11672,yahoo news also post an article about sullivan solar power 's recently complete watt ac solar array at hyperlink,"Yahoo News also posted an article about Sullivan Solar Power's recently completed 250,115 Watt AC solar array at... http://t.co/cixbmREH"
11685,i post photo on facebook in the album alternate energy inc annual company party willow hyperlink,"I posted 49 photos on Facebook in the album ""2012 Alternate Energy Inc. Annual Company Party - Willows"" http://t.co/SjiBdf1s"
11702,brilliant solar ad say screw the environment it about pay less hyperlink @fastcompany,"Brilliant Solar Ads Say Screw The Environment, Its About Paying Less. http://t.co/alQZlWqD @FastCompany"
11724,usermention so glad you recognize him i almost spit out my orange juice when i saw @vork in our commercial @theguild,@wangela So glad you recognized him! I almost spit out my orange juice when I saw @Vork in our commercial. @TheGuild
11726,usermention glad you like the commercial thanks for share your impression with us,@ryarnold Glad you like the commercials! Thanks for sharing your impression with us.
11729,usermention thanks for the solid feedback our intention be to poke fun not to hurt anyone i will bring comment up with my team,"@SolarProsEnergy Thanks for the solid feedback. Our intention is to poke fun, not to hurt anyone. I'll bring comment up with my team."
11739,usermention thanks for your comment we 're try something new here and be please with the result,"@EarthTechling Thanks for your comment! We're trying something new here, and are pleased with the results."
11760,usermention @solargarden true layout make for sizable complication if all roof have perfect pitch and face we would be set solarchat,@votesolar @solargardens True. Layout makes for sizable complications. If all roofs had perfect pitch and faced S we'd be set. #solarchat
11761,do you know rt @votesolar a virtually anyone can participate in the solar economy via a community share solar model,Did you know? RT @votesolar: A5 virtually anyone can participate in the solar economy via a community shared solar model.
11764,rt @votesolar if you want community share solar get in touch with us your local legislator your seia chapter to let them know you,"RT @votesolar: If you want community shared solar  get in touch with us, your local legislators, your SEIA chapter to let them know you ..."
11767,usermention streamling would help a ton it take so long right now to complete billing transition for customer solarchat,@chaolyst Streamling would help a ton. It takes so long right now to complete billing transition for customers. #solarchat
11782,mvsa solar garden tour on datetime tour nation 's first community own solar farm near el jebel co hyperlink,"MVSA Solar Garden Tour on Friday - Tour Nation's First Community-Owned Solar Farm near El Jebel, CO http://t.co/Ebp0YVEo"
11810,an annular solar eclipse be come to western north america on datetime th in southern statename we will only have hyperlink,An annular solar eclipse is coming to western North America on May 20th! In southern California we will only have... http://t.co/TWtFi2i6
11827,do you know san diego be the solar capital of the nation but lt % of our energy come from the sun we be hyperlink,Did you know...? San Diego is the solar capital of the nation but &lt;1% of our energy comes from the sun. We are... http://t.co/pUPzoJ7B
11835,rt @cleantechsd @sullivansolar be also exhibit at the @sdge energyshowcase come stop by this free event hyperlink,RT @cleantechsd: @SullivanSolar is also exhibiting at the @SDGE #EnergyShowcase. Come stop by this free event! http://t.co/5qF4Xhnt
11854,in short coal be bad study compare energy source from ' cradle to grave ' hyperlink,"In short, coal is bad. Study Compares Energy Sources From 'Cradle-to-Grave' http://t.co/CkhrLH9D"
11857,new blog post the auburn home show it be come up soon and we will hope you will visit the auburn home show at the hyperlink,New Blog Post: The Auburn Home Show - It is coming up soon and we will hope you'll visit the Auburn Home Show at the... http://t.co/4GnLwFFt
11859,ted talk roy bunker train woman around the world to become solar engineer in their remote village @t com hyperlink,TED Talk - Roy Bunkers trains women around the world to become solar engineers in their remote villages. @ted_com http://t.co/M4zdxpC9
11867,can company become more responsible steward of our environment what can we do as consumer to help the cause hyperlink,Can companies become more responsible stewards of our environment? What can we do as consumers to help the cause?... http://t.co/GrwBnpoQ
11884,nominate @sullivansolar power for best solar panel company in the best of san diego u t reader poll hyperlink @utsandiego,Nominate @SullivanSolar Power for Best #Solar Panel Company in The Best of San Diego 2012 U-T Reader Poll! http://t.co/u5CUvhn1  @utsandiego
11888,congratulation to sam mogannam of @biritesf for make the @fastcompany list most creative people in business hyperlink,Congratulations to Sam Mogannam of @BiRiteSF for making the @FastCompany list 100 Most Creative People in Business!!! http://t.co/IGnVIgKX
11893,rt @newwavemktg check san diego solar company solaire award elite sunpower dealer status hyperlink,RT @newwavemktg: Check!: San Diego Solar Company Solaire Awarded Elite SunPower Dealer Status http://t.co/cNudKPa2
11894,datetime on gosolaire san diego solar company solaire award elite sunpower dealer status datetime san dieg hyperlink,"Today on GoSolaire! San Diego Solar Company Solaire Awarded Elite SunPower Dealer Status: May 15, 2012 (San Dieg... http://t.co/VyoicA0o"
11899,solar provider and installers thrive as solar become available to the mass market hyperlink,Solar providers and installers thriving as #solar becomes available to the mass market. http://t.co/sdaZ29xL
11902,no it ' not the second coming of johnny cash however this datetime much of the u s will have an opportunity to hyperlink,"No, it's not the second coming of Johnny Cash. However, this Sunday much of the U.S. will have an opportunity to... http://t.co/kuHqSHsj"
11907,rt @greentechmedia case american solar manufacturer oppose solar tariff await a key u s department of commerce doc deci,"RT @greentechmedia: CASE: American Solar Manufacturers Oppose Solar Tariffs: 
	Awaiting a key U.S. Department of Commerce (DOC) deci...  ..."
11909,rt @sfac this vital cultural institution have stag countless community artist and orgs we 're happy to get the word hyperlink,RT @SFAC: This vital cultural institution has staged countless community artists and orgs. We're happy to get the word... http://t.co/zK ...
11923,in statename help community realize the promise of solar power department of energy hyperlink via @energy,"In Arizona, Helping Communities Realize the Promise of Solar Power | Department of Energy: http://t.co/P2GSa2ke via @energy"
11927,revolusun have instal solar system for a variety of client ice cream company school bank car hyperlink,"RevoluSun has installed solar systems for a variety of clients Ice Cream Companies, Schools, Banks, Car... http://t.co/5GDzTREO"
11928,revolusun have instal solar system for a variety of client ice cream company school bank car hyperlink,"RevoluSun has installed solar systems for a variety of clients, Ice Cream Companies, Schools, Banks, Car... http://t.co/0PmQJPkP"
11954,the nation s large solar powered boat competition be this weekend in temecula statename good luck solar pv hyperlink,"The nations largest solar-powered boat competition is this weekend in Temecula, #California. Good luck! #solar #pv http://t.co/qDs2pUv8"
11957,rt @everybodysolar rt @rfrance want to learn about community solar sign up now for this free event in san francisco wed datetime p,"RT @EverybodySolar: RT @rfrances: Want to learn about community solar? Sign up now for this FREE event in San Francisco, Weds May 23, 7p ..."
11958,rt @sbksf tonight $ oyster @ sugarlump cafe th and bryant come get em before they be all go oh yeah and $ bubbly hyperlink,"RT @sbksf: Tonight! $1 oysters @ Sugarlump cafe 24th and Bryant, come get em before they are all gone, oh yeah and $4 bubbly http://t.co ..."
11967,rt @ecomagination if just % of u s family use fewer plastic bag a month we would save over billion bag a year,"RT @ecomagination: If just 25% of U.S. families used 10 fewer plastic bags a month, we would save over 2.5 BILLION bags a year."
11968,would you like to replace your power company and low energy cost at the same time the future of home hyperlink,"Would you like to replace your power company and lower energy costs at the same time? The future of ""home... http://t.co/dxKLiDey"
11970,rt @gen will utility have to start think about customer like consumer good company @petergardett explore hyperlink,RT @gen_110: Will #Utilities have to start thinking about customers like consumer goods companies? @petergardett explores --... http://t ...
11971,rt @alternativenrg altnrg news saudi arabia announce plan to become the kingdom of sustainable energy by bob petz datetime,"RT @AlternativeNRG: AltNRG News: Saudi Arabia Announces Plan to become the Kingdom of Sustainable Energy: By Bob Petz, May 17, 201...  ..."
11978,thanks to everyone who come out to support the solar industry in sacramento solar hyperlink,Thanks to everyone who came out to support the solar industry in Sacramento ... #solar http://t.co/nAptrUgl
11988,rt @matthewdalywdc ap obama admin move to impose stiff new tariff on solar panel make in china commerce dept say chinese companie,RT @MatthewDalyWDC: AP: Obama admin moves to impose stiff new tariffs on solar panels made in China. Commerce Dept says Chinese companie ...
11992,pallet of pv community purchase solar and drive down cost together hyperlink via @reworld,Pallets of PV: Communities Purchase Solar and Drive Down Costs Together http://t.co/dn2glswY via @reworld
12008,rt @communitysolar warning sign that your home need solar with the cost of a instal a residential solar hyperlink,"RT @communitysolar: 7 Warning Signs That Your Home Needs Solar: 
With the cost of a installing a residential solar s... http://t.co/Gjwd ..."
12015,break news commerce dept chinese solar panel dump verdict be now in greentech medium hyperlink via @greentechmedia,Breaking News: Commerce Dept. Chinese #Solar Panel Dumping Verdict Is Now In : Greentech Media http://t.co/A0g0bWQI via @greentechmedia
12025,usermention and would make price high at the moment solar power be start to become competitive with fossil fuel in more market,@sbrowneGO ....And would make prices higher at the moment solar power is starting to become competitive with fossil fuels in more markets.
12026,solar power be much close to price competitiveness with fossil fuel than many policy maker and investor realize hyperlink,#Solar power is much closer to price competitiveness with fossil fuels than many policy-makers and investors realize. http://t.co/FDapThsU
12070,rt @petersendeang l our goal be to save the environment while save our community,RT @PetersenDeanG4L: Our goal is to save the environment while saving our communities!
12074,rec solar feature on the cover of solar builder get that competitive edge hyperlink,REC Solar featured on the cover of Solar Builder: Getting that Competitive Edge http://t.co/56ppeQHT
12077,rt @energy who will win the appsforenergy competition tomorrow datetime edt live tweet the winner announcement @connweek hyperlink,"RT @ENERGY: Who will win the #appsforenergy competition? Tomorrow, 11:30 am EDT, live tweeting the winners announcement @ConnWeek! http: ..."
12102,rt @lelandyee very excited to welcome home the san francisco @warrior back to sf letsgowarriors,RT @LelandYee: Very excited to welcome home the San Francisco @Warriors back to #SF! #LetsGoWarriors
12113,nominate @sullivansolar power the best solar panel company in the san diego ut reader poll hyperlink utbestof @utsandiego,Nominate @SullivanSolar Power 4 the Best Solar Panel Company in the San Diego 2012 UT Reader Poll http://t.co/u5CPXHdR #utbestof @utsandiego
12116,upcoming cpuc vote draw outpouring of public support letter for successful clean energy credit program hyperlink,"Upcoming #CPUC Vote Draws Outpouring of Public Support (60,000 letters!) for Successful Clean #Energy Credit Program http://t.co/81vH6pGp"
12129,rt @sunlightsolar less then % of renewable generate electricity be come from solar power let 's get go hyperlink,RT @SunlightSolar: Less then 1% of renewable generated electricity is coming from solar power. Let's get going!... http://t.co/Zn3YUwI8
12146,new blog post testimonial from rancho cordova sierra pacific home amp comforthad do heating and airwork before hyperlink,New Blog Post: Testimonial from Rancho Cordova - Sierra Pacific Home &amp; Comforthad done Heating and Airwork before (1... http://t.co/7B4sODqj
12147,new blog post sierra pacific home amp comfort testimonial from roseville hyperlink,New Blog Post: Sierra Pacific Home &amp; Comfort Testimonial from Roseville http://t.co/3qqdfC39
12172,rt @solarenergytip cloud computing clear the way to solar power aol energy hyperlink solarenergy,RT @SolarEnergyTips: Cloud Computing Clears the Way to Solar Power - AOL Energy http://t.co/tmmq09uT #solarenergy
12174,rt @solarenergynew austin solar day community industry unite to advance renewable energy hyperlink,"RT @SolarEnergyNews: Austin Solar Day: Community, Industry Unite to Advance Renewable Energy http://t.co/CnIlQqgc"
12175,rt @danahull josh arce exec dir of brightline project say solar create job for low income resident in sf,"RT @danahull: Josh Arce, exec dir of Brightline Project, says solar creates jobs for low income residents in SF"
12180,wonderful rt @danahull look like solar netmetering proposal be about to sail through all five commissioner support it,Wonderful! RT @danahull: Looks like #solar #netmetering proposal is about to sail through. All five commissioners support it.
12200,photo for friday like if you support generate clean energy in our community go green go solar go solaire hyperlink,"Photo for Friday:  Like if you support generating clean energy in our communities! Go green, go solar, go Solaire! http://t.co/fpjHuJlI"
12210,rec solar trend update statename reaffirm commitment to commercial solar with net metering expansion hyperlink,REC Solar Trends Update: California Reaffirms Commitment to Commercial Solar with Net Metering Expansion  http://t.co/zNgotgfN
12226,sullivan solar power 's san diego solar program be feature in this month 's company spotlight for the san diego hyperlink,Sullivan Solar Power's San Diego Solar Program is featured in this month's Company Spotlight for the San Diego... http://t.co/baWX2Pga
12229,give for living be a practical way to drive fund to great community organization jim petersen see how hyperlink,"Giving for Living is a practical way to drive funds to great community organizations Jim Petersen. 

See how... http://t.co/AG8PVwUu"
12250,new blog post announce the public utility commission 's decision on net metering hyperlink,New Blog Post: Announcing the Public Utilities Commission's Decision on Net Metering http://t.co/yUSceObk
12256,if the world be able to increase the energy efficiency in commercial and industrial building by just % the hyperlink,"If the world were able to increase the energy efficiency in commercial and industrial buildings by just 10%, the... http://t.co/kV43EfDl"
12286,solare energy be a proud sponsor of fiesta del sol in solana beach this upcoming weekend visit our booth and hyperlink,Solare Energy is a proud sponsor of Fiesta del Sol in Solana Beach this upcoming weekend. Visit our booth and... http://t.co/h5v1OAw3
12295,we 're under a new roof pun be intend on facebook that be come join in on the fun hyperlink,We're under a new roof (pun is intended)...on Facebook that is. Come join in on the fun: https://t.co/68CJqwFW
12299,please come visit us this weekend at the marin home show sit amp sun check out all the great thing to see hyperlink,Please come visit us this weekend at the Marin Home Show!  Sat &amp; Sun - check out all the great thing to see:... http://t.co/ykHwqm4U
12363,the cec have introduce new energy efficient standard all new commercial amp residential building post must have solar ready roof,The #CEC has introduced new energy efficient standards all new commercial &amp; residential buildings post-1/1/14 must have #solar ready roofs
12369,the cute lord of the ring hobbit house in new zealand datetime not be your ideal accommodation space but they be hyperlink,"The cute Lord of the Rings Hobbit Houses in New Zealand may not be your ideal accommodation space, but they are... http://t.co/pwU70OUd"
12379,usermention a $ compensation credit be apply to your account on it will show up on your next invoice,@iMikeRomano A $181.04 compensation credit was applied to your account on 5/16/12. It will show up on your next invoice.
12417,statename 's first community solar garden kit carson electric cooperative and clean energy collective partnership hyperlink,New Mexico's First Community Solar Garden; Kit Carson Electric Cooperative and Clean Energy Collective Partnership  http://t.co/v6BChAOL
12420,woman entrepreneur be create american job improve our community hyperlink @startupamerica @whitehouse,"#Women entrepreneurs are creating American #jobs, improving our communities. http://t.co/5XJssFWl @startupamerica @whitehouse"
12443,rt @votesolar more access to solar be more better for the ca economy hyperlink ca community share solar bill be here to help,RT @votesolar: More access to #solar is more better for the #CA economy http://t.co/y1YLqI87 CA community shared solar bill is here to help
12465,rt @habitatgsf when @habitatgsf @gridalternative and @pge me come together the real winner be the homeowner hyperlink,"RT @HabitatGSF: When @HabitatGSF, @GridAlternative and @PGE4me come together, the real winners are the homeowners... http://t.co/VDTjtPFM"
12470,rt @greencorps mitt romney 's solar flareout hyperlink mitt romney 's solar flareouttucsonsentinel coman ad from the htt,RT @GreenCorps: Mitt Romney's solar flareout - http://t.co/ixJcnZZY: Mitt Romney's solar flareoutTucsonSentinel.comAn ad from the... htt ...
12472,rt @kaleidoscopesf union of concerned scientist submit a comment to the epa datetime hyperlink,RT @kaleidoscopesf: Union of Concerned Scientists: Submit a Comment to the EPA Today http://t.co/kgHAISLO
12485,rt @carterlavin come throw a frisbee with folk from @solarcity @sunrun @realgood @sungevity at the solar picnic this weekend hyperlink,RT @CarterLavin: Come throw a Frisbee with folks from @solarcity @sunrun @realgoods @sungevity at the Solar Picnic this weekend http://t ...
12498,rt @ecooutfitter hot hot hot solarchat come up next wed at pm est share with your friend amp neighbor amp rsvp he,"RT @EcoOutfitters: Hot, hot, hot #SolarChat coming up next Wed at 2pm EST- 6/13/12 Share with your friends &amp; neighbors &amp; RSVP he ..."
12505,we be proud to be involve in the community learn more about what we do by read our late blog post hyperlink,We are proud to be involved in the community - learn more about what we do by reading our latest blog post. http://t.co/gyQcSqUX
12512,statename 's first community solar garden launch article distribute energy hyperlink,New Mexico's First Community Solar Gardens Launched | Articles | Distributed Energy http://t.co/o0F6mTsZ
12521,ford be roll out a solar program with their electric car what solar company do ford trust hyperlink,Ford is rolling out a solar program with their electric cars. What solar company does Ford trust?http://t.co/Xv7JkiGY
12531,@votesolar statename job and economy show potential growth under wolk community share solar bill hyperlink,.@VoteSolar: #California #Jobs and Economy Show Potential Growth Under Wolk Community Shared #Solar Bill. http://t.co/VI3UtKLR
12545,to the average eye utility company look like natural monopoly w no apparent rival and then come along solar amp wind hyperlink,To the average eye utility companies look like natural monopolies w/ no apparent rival And then came along solar &amp; wind~http://t.co/BsTFP6fQ
12554,come visit our pacific solar booth at the upcoming fresno home show datetime nd hyperlink,Come visit our Pacific Solar booth at the upcoming Fresno Home Shows - July 20-22nd!... http://t.co/CVQFvBCR
12576,hurry become a grid alternative solar champion datetime at bay area 's th annual solarthon hyperlink,Hurry! Become a GRID Alternatives Solar Champion today at Bay Area's 7th annual #Solarthon! http://t.co/WgpMSFPW
12578,rt @ceaorg electric bill for consumer be continue to rise accord to a survey of power company hyperlink energy,RT @CEAorg: #Electric #bills for #consumers are continuing to rise according to a survey of #power companies. http://t.co/d3CWFMkc #energy
12610,rt @solarindustry suntech raise price in u s as competition wan hyperlink via @reuter solar,RT @SolarIndustry: Suntech raises prices in U.S. as competition wanes http://t.co/TNDXVEie via @reuters #solar
12612,nice article on statename 's first community solar garden clean energy collective partner with kit carson coop solar hyperlink,Nice article on New Mexico's First Community Solar Garden. Clean Energy Collective partners with Kit Carson Coop #solar http://t.co/pTb4DQjb
12632,a newly complete installation on a beautiful home in marin change the world one roof at a time hyperlink,"A newly complete installation on a beautiful home in Marin.  Changing the world, one roof at a time! http://t.co/p3HlLddJ"
12637,rt @energy save manufacturer energy amp money mean a more competitive workforce hyperlink,RT @ENERGY: Saving manufacturers energy &amp; money means a more competitive workforce. http://t.co/1UaivOxt
12643,rt @thetweetofgod the amazing thing about the sun be that it ' completely solar power,RT @TheTweetOfGod: The amazing thing about the sun is that it's completely solar-powered.
12653,kev s class from kmph fox be a fun and educational one hour free weather presentation compliment of kmph tv hyperlink,KEVS CLASS from KMPH FOX 26 is a fun and educational one hour FREE weather presentationcompliments of KMPH TV!... http://t.co/A8CnWLSp
12658,cec and rec solar announce partnership to make community solar available nationwide hyperlink solar communitysolar,"CEC and REC Solar Announce Partnership to Make Community Solar Available Nationwide
http://t.co/4GVNNKOA #solar #communitysolar"
12682,rt @energy we 're blush mt @jlvernonphd i can not gush enough about @energy 's business plan competition get a taste here hyperlink,"RT @ENERGY: We're blushing! MT @JLVernonPhD
I can't gush enough about @energy's business plan competition. Get a taste here: http://t.co ..."
12693,rt @ecomagination the environment be everything that isn t me albert einstein,RT @ecomagination: The environment is everything that isnt me. - Albert Einstein
